message_id,site_id,zone,asset_type,sensor,measured_at,value,unit,sequence,topic,received_at,retained
optronics-shelter-01-humidity-0006,base-projetee-alpha,optronics-shelter-01,optronics,humidity,2026-11-10T18:00:00Z,46.0,percent,6,airbase/batch005/optronics-shelter-01/humidity/0006,2026-11-12T06:00:00Z,True
optronics-shelter-01-humidity-0007,base-projetee-alpha,optronics-shelter-01,optronics,humidity,2026-11-10T23:00:00Z,43.0,percent,7,airbase/batch005/optronics-shelter-01/humidity/0007,2026-11-12T06:00:00Z,True
optronics-shelter-01-humidity-0008,base-projetee-alpha,optronics-shelter-01,optronics,humidity,2026-11-11T06:00:00Z,42.0,percent,8,airbase/batch005/optronics-shelter-01/humidity/0008,2026-11-12T06:00:00Z,True
optronics-shelter-01-humidity-0009,base-projetee-alpha,optronics-shelter-01,optronics,humidity,2026-11-11T12:00:00Z,44.0,percent,9,airbase/batch005/optronics-shelter-01/humidity/0009,2026-11-12T06:00:00Z,True
optronics-shelter-01-humidity-0010,base-projetee-alpha,optronics-shelter-01,optronics,humidity,2026-11-11T18:00:00Z,46.0,percent,10,airbase/batch005/optronics-shelter-01/humidity/0010,2026-11-12T06:00:00Z,True
optronics-shelter-01-humidity-0011,base-projetee-alpha,optronics-shelter-01,optronics,humidity,2026-11-11T23:00:00Z,43.0,percent,11,airbase/batch005/optronics-shelter-01/humidity/0011,2026-11-12T06:00:00Z,True
optronics-shelter-01-temperature-0000,base-projetee-alpha,optronics-shelter-01,optronics,temperature,2026-11-09T06:00:00Z,27.5,celsius,0,airbase/batch005/optronics-shelter-01/temperature/0000,2026-11-12T06:00:00Z,True
optronics-shelter-01-temperature-0001,base-projetee-alpha,optronics-shelter-01,optronics,temperature,2026-11-09T12:00:00Z,28.0,celsius,1,airbase/batch005/optronics-shelter-01/temperature/0001,2026-11-12T06:00:00Z,True
optronics-shelter-01-temperature-0002,base-projetee-alpha,optronics-shelter-01,optronics,temperature,2026-11-09T18:00:00Z,28.3,celsius,2,airbase/batch005/optronics-shelter-01/temperature/0002,2026-11-12T06:00:00Z,True
optronics-shelter-01-temperature-0003,base-projetee-alpha,optronics-shelter-01,optronics,temperature,2026-11-09T23:00:00Z,27.9,celsius,3,airbase/batch005/optronics-shelter-01/temperature/0003,2026-11-12T06:00:00Z,True
optronics-shelter-01-temperature-0004,base-projetee-alpha,optronics-shelter-01,optronics,temperature,2026-11-10T06:00:00Z,27.6,celsius,4,airbase/batch005/optronics-shelter-01/temperature/0004,2026-11-12T06:00:00Z,True
optronics-shelter-01-temperature-0005,base-projetee-alpha,optronics-shelter-01,optronics,temperature,2026-11-10T12:00:00Z,28.1,celsius,5,airbase/batch005/optronics-shelter-01/temperature/0005,2026-11-12T06:00:00Z,True
optronics-shelter-01-temperature-0006,base-projetee-alpha,optronics-shelter-01,optronics,temperature,2026-11-10T18:00:00Z,28.4,celsius,6,airbase/batch005/optronics-shelter-01/temperature/0006,2026-11-12T06:00:00Z,True
optronics-shelter-01-temperature-0007,base-projetee-alpha,optronics-shelter-01,optronics,temperature,2026-11-10T23:00:00Z,28.0,celsius,7,airbase/batch005/optronics-shelter-01/temperature/0007,2026-11-12T06:00:00Z,True
optronics-shelter-01-temperature-0008,base-projetee-alpha,optronics-shelter-01,optronics,temperature,2026-11-11T06:00:00Z,27.7,celsius,8,airbase/batch005/optronics-shelter-01/temperature/0008,2026-11-12T06:00:00Z,True
optronics-shelter-01-temperature-0009,base-projetee-alpha,optronics-shelter-01,optronics,temperature,2026-11-11T12:00:00Z,28.2,celsius,9,airbase/batch005/optronics-shelter-01/temperature/0009,2026-11-12T06:00:00Z,True
optronics-shelter-01-temperature-0010,base-projetee-alpha,optronics-shelter-01,optronics,temperature,2026-11-11T18:00:00Z,28.5,celsius,10,airbase/batch005/optronics-shelter-01/temperature/0010,2026-11-12T06:00:00Z,True
optronics-shelter-01-temperature-0011,base-projetee-alpha,optronics-shelter-01,optronics,temperature,2026-11-11T23:00:00Z,28.1,celsius,11,airbase/batch005/optronics-shelter-01/temperature/0011,2026-11-12T06:00:00Z,True
